"","X","ID","X1.2.3.Trichlorobenzene","X1.2.4.Trichlorobenzene","Acenaphthene","Acenaphthylene","AGOC.3A","Alachlor","Aldrin","alpha.Hexachlorocyclohexane","Aluminium","Ammonium","Anionic.active.surfactants","Anthracene","AOX","Arsenic","Atrazine","Barium","Benzo.a.anthracene","Benzo.a.pyrene","Benzo.b.fluoranthene","Benzo.g.h.i.perylene","Benzo.k.fluoranthene","Berilium","beta.Hexaxchlorocyclohexane","Bicarbonates","Biochemical.Oxygen","Boron","Cadmium","Calcium","Carbonates","Cesium","Chemical.Oxygen.Demand..Cr.","Chemical.Oxygen.Demand..Mn.","Chlorides","Chlorodinine","Chromium","Chrysene","Copper","Cyanides","Dieldrin","Dissolved.organic.carbon","Dissolved.oxygen","Dissolved.silicates","Endosulfan..alpha.","Endosulfan..beta.","Endrin","Fecal.coliforms","Fecal.streptococci.","Fluoranthene","Fluorene","gamma.Hexachlorocyclohexane","Heptachlor","Heptachloroepoxide","Hexachlorobenzene","Indeno.1.2.3.c.d.pyrene","Inorganic.nitrogen","Iron","Isodrin","Lead","Macrozoobenthos","Magnesium","Manganese","Mercury","Methoxychlor","Methylosmoline","Metolachlor","Naphthalene","Nickel","Nitrates","Nitrites","Organic.nitrogen","Orthophosphate.phosphorus","Oxygen.saturation","p.p.DDD","p.p.DDE","p.p.DDT","PAHs","PCB.101","PCB.118","PCB.138","PCB.153","PCB.180","PCB.28","PCB.52","Pentachlorobenzene","Petroleum.hydrocarbons","Phenanthrene","Potassium","Pyrene","Selenium","Silica..SiO2.","Simazine","Sodium","Sulfides","Sulphates","Tetrachloromethane","Total.coliforms","Total.dissolved.phosphorus","Total.dissolved.salts","Total.extractable.matter","Total.hardness","Total.nitrogen","Total.organic.carbon","Total.phosphorus","Trifluralin","Water.temperature","Zinc"
"2596",2596,"Sakda 8-Jun-06",0,0,0,0,0,2.04070277905024,-0.309188034188034,0.771262699564586,0,3.88340059187517,0.192307692307692,0,0,0,2.51700271126895,0,0,0,0,0,0,0,2.92293233082707,0,0.571133716644552,0,-0.931224209078404,-0.132471728594507,0,0,-0.810606060606061,-0.0970099667774086,-0.999997041420118,0,4.79419031598218,0,0.609303774087818,0,7.95714285714286,0,0.0289407678950415,0,3.93747687754347,-0.470974496354973,6.4012882447665,0,0,0,0,2.02307692307692,0.0555555555555556,57.6702702702703,0,0,0,0.396122278917997,0,-0.410037284714522,-0.0408555478861957,0.490903474903475,0.669436298468557,0.0328138528138529,0,0,5.00964458247067,0,-0.286186914778498,-0.868421052631579,2.76386630532972,0,2.06792717086835,0.07942894082191,2.16711223203026,0.416666666666667,0.844599398414001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0877468443160067,4.07538060897436,0,0,-0.999995495495495,0,0,0,-0.0582326483816915,0,0,0,0,718.139593114241,0,0.147058823529412,10.8825010403662
"2597",2597,"Sakda 8-Jun-12",0,0,0,0,0,0,0,0,0,2.02091733181602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550641025641025,0,0,0.0178695570224709,0,0,0.271794871794872,0.279067055393586,0.146091985951267,0,0,0,0,0,0,0,-0.132530120481928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4341992868618,0,0,0,0,0,0,0,2.26916997431712,1.69948495285809,0,1.47836073546191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.743015893458469,0,0,0,-0.0729109819833831,0,0,0.606972470889143,0,1.48934351382332,0,0.212121212121212,0
"2598",2598,"Sakda 8-May-09",0,0,0,0,0,0,0,0,-0.813809523809524,-0.800730857899642,0.0116353933954351,0,0,0.0833333333333334,0,0.00664330300777609,0,0,0,0,0,0,0,0,-0.350582279355864,0,0.429605263157895,0.925558681163275,0,0,0.0304136253041363,0.230427659374402,0,0,-0.567754868270332,0,0.641949152542373,0,0,0,0.160402167461613,0,0,0,0,68.2564102564103,127.161538461538,0,0,0.5,0,0,0,0,0,-0.115532055518837,0,0.34,0,0,0,1.01818181818182,0,0,0,0,0.122549019607843,-0.855624001714673,8.60489130434783,0,-0.747191116088093,0.269098782853625,0,0,0.0833333333333334,0,0,0,0,0,0,0,0,0,0.307070707070707,0,-0.197368421052632,0,0.55,0.319987124844127,0,-0.103201571890892,-0.216666666666667,0.01677739617763,0,35.1222222222222,0,-0.0477390671888236,0,0,-0.686175078231565,-0.0653278371562522,0.0243055939381746,0,0.32,1.06047619047619
"2599",2599,"Sakda 8-May-14",0,0,0,0,0,0,0,0,0,2.18288580788581,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180103556574145,-0.735158037757437,0,0,-0.0384151437061701,0,0,0.0171706572546027,-0.457485458804665,-0.166662937981549,0,0,0,0,0,0,0,-0.0303426081993606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9495937742749,-0.140609201828802,0,0,0,0,0,0,0,-0.57342078797273,-0.657459097639472,0,-0.997777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201231708798812,0,0,0,-0.128962214641826,0,-0.0788160500224186,-0.464998565073899,0,-0.0294108736731688,0,1,0
"2600",2600,"Sakda 8-Nov-13",0,0,0,0,0,0,0,0,0,0.2057234094817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354772528685572,0,0,0.0131046589406623,0,0,-0.181588475336388,-0.342244916058529,-0.352160149556624,0,0,0,0,0,0,0,0.170412987753052,0.304564649084547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734511388834242,0,0,0,0,0,0,0,-0.180068699583488,-0.83568763326226,0,1.08941798941799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164285714285714,0,0,0,0,-0.196310974480536,0,0.216683029431756,0,0,0,-0.328273673288779,0,0,0.0414370441111383,0,1.18513350484745,0,-0.368331668331668,0
"2601",2601,"Sakda 8-Oct-09",0,0,0,0,0,0,0,0,-0.270136852394917,-0.440436015186763,0,0,0,-0.0249913244650087,0,0,0,0,0,0,0,0,0,0,0.215234021576095,0,-0.280770975056689,-0.00422316070237841,0,0,0.0549019607843138,0.204342273307791,0,0,0.0444947209653092,0,-0.304554263565891,0,0,0,0.0783758782201406,0,0,0,0,21.0638888888889,3.68205128205128,0,0,0,0,0,0,0,0,-0.215205187766163,0,0.0612350804359108,0,-0.111048788436165,198.005,0.783333333333333,0,0,0,0,0.0999999999999999,0.361243491270153,-0.232683982683983,0,2.50815018315018,0.0445243720925538,0,0,0,0,0,0,0,0,0,0,0,0,0.73277419801843,0,-0.163533834586466,0,0,0.488311016616775,0,-0.14743953294412,0.0666666666666667,-0.0126448178115393,0,6.5262187088274,0,-0.0249783581012841,0,-0.0504069201880697,0.205404525787801,0.530855789268581,0.90791896436647,0,-0.181818181818182,-1.61438413547237
"2602",2602,"Sakda 8-Oct-15",0,0,0,0,0,0,0,0,0,-0.183535762483131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891831242300843,1.12622913852355,0,1898.00052631579,0.117489823478934,0,0,0.726694198808773,0.431378383503823,-0.0200775492753919,0,0.0489865605922067,0,0.614593655851924,0,0,0,0.161715648964275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421620051115122,0,-0.294912162889449,0,0.214271758693286,1854.00484206989,0,0,0,0,0,0,0.233577855453297,0.479178716020821,0,0.334335839598997,0.0447060860343884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05718136311128,0.138583254484661,0,0.148506367684576,0.179752745432378,0,1.2785413411409,0,-0.281914893617021,0
"2603",2603,"Sakda 8-Sep-13",0,0,0,0,0,0,0,0,0,1069.12541116274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219467955047727,0,0,0.16489890274223,0,0,0.200558631921813,0.0724161866529895,0.192798365841817,0,0,0,0,0,0,0,-0.105431263823654,-0.0429334795603478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38384840553711,0,0,0,0,0,0,0,0.437141601322466,-0.113717948717949,0,3.02655677655678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266795367579477,0,0,0,0.0118725393700787,0,0,0.184078200182063,0,2.4949494949495,0,-0.04,0
"2604",2604,"Sakda 9-Dec-05",0,0,0,0,0,0,848.368356997972,9.04697371593923,0,-0.389972196478221,-0.592169657422512,0,0,0,0,0,0,0,0,0,0,0,-0.0685354516911218,0.137426331417132,0.283333333333333,0,0,0.103470821226024,0,0,0,-0.0999178981937602,0.0177212619463657,0,0.221537257245584,0,1.06931502376824,0,-0.783835485413678,0,0.0388109444713219,0,0,0,0.523153463451971,0,0,0,0,0,448.377777777778,0,0,0,0,3.51831624924108,0,11.0624924446804,0,-0.0837478144191831,9.50244542129954,0,0,0,0,0,0.180533257578577,3.03499635503937,-0.571557067926655,0,3.23521126760563,-0.0300731030824657,-1.00939381592648,0.70273999605756,0,0,0,0,0,0,0,0,0,0,-0.997874601487779,0,0,0,0,-0.485964912280702,0,0,0,0.303456577812858,0,0,0,0.0829438386524657,0,-0.00634468005636863,0,0,1.15196078431373,0,-0.294117647058824,0.244543781465871
"2605",2605,"Sakda 9-Dec-11",0,0,0,0,0,0,0,0,0,-0.00800640889705711,0,0,0,0.0871794871794871,0,0,0,0,0,0,0,0,0,-0.105826733871481,18999,0,-0.999090909090909,-0.127899867365753,0,0,0,0.0113020005845001,0.235793572380781,0,0.0829385307346327,0,0.195352323838081,0,0,0,0.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180952380952381,0,0.385690789473684,0,-0.213093289689034,0,0,0,0,-0.255252100840336,-0.0234950120399037,-0.111314611314611,0,-0.99811320754717,0.0389720289511143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344678346043378,0,0,-0.0554941244822609,0,0.806294192734105,0,0.1,-0.210344827586207
"2606",2606,"Sakda 9-Dec-12",0,0,0,0,0,0,0,0,0,-0.461343507777396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641666666666667,0,0,0.0923192265459602,0,0,0.121774193548387,0.819175204157989,0,0,0,0,0,0,0,0,-0.0282385975867253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978070175438597,0,0,0,0,0,0,0,-0.0421315095144445,0.0676589947746949,0,-0.0722280258567748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137813620071685,0,0,0,0,0.116760170438489,0,0.511281396338868,0,0,0,0.132927394666525,0,-0.844605110482504,-0.0916458169437316,0,0.110775351917605,0,-0.272727272727273,0
"2607",2607,"Sakda 9-Jan-09",0,0,0,0,0,0,0,0,0,-0.723473643852627,-0.0304171937748036,0,-0.999995145631068,0,0,0,0,0,0,0,0,0,0,0.0653074623276743,0.0463111047339785,0,0,-0.0535917132546578,0,0,-0.334234538695505,-0.0235693721703048,-0.00983606557377052,0,0,0,0,0,0,0,0.0407715859832961,0,0,0,0,7.66944444444444,9,0,0,-0.75,0,0,0,0,0,0,0,0,0,0.011091830263759,218.909090909091,0,0,0,0,0,0,0.787120717297073,-0.726191988739517,0,0.228851600009749,-0.0242803447252745,0,0,1.72727272727273,0,0,0,0,0,0,0,0,0,0.0417204301075268,0,0.5,0,0,0.322562762705129,0,0.0625241475900705,-0.920909090909091,-0.0392071577015092,0,6.27077922077922,0,-0.0253482217231308,0,-0.0388211294858667,0.116363636363636,0,0.0303585199331353,0,-0.333333333333333,0
"2608",2608,"Sakda 9-Jan-16",0,0,0,0,0,0,0,0,0,-0.0899719495091164,0,0,0,-0.0854700854700854,0,0,0,0,0,0,0,0,0,0.0956103713505913,-0.330417108518911,0,2299.45766590389,0.158801176621441,0,0,-0.0210455205717907,-0.192934347186412,0.0974204676143292,0,0.172614442889069,0,-0.444390619843084,0,0,0,0.0835764542698647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.999904761904762,0,-0.171702964020513,0,0,0,0,0,0,-0.148568075117371,0.194089814651627,0.466666666666667,0,-0.0856209150326797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653439153439154,0,0,0,0,-0.121259707629054,0,0.0939193299440906,0,0,-0.226785714285714,-0.050448632736348,0,0.0663262684382374,0.174746740094246,0,-0.260233918128655,0,-0.356060606060606,-0.249790660225443
"2609",2609,"Sakda 9-Mar-06",0,0,0,0,0,-0.368715083798883,0,2,0,2.09549196769388,0.0100772112242042,0,0,0,-0.226415094339623,0,0,0,0,0,0,0,4.33333333333333,-0.0635483838976167,2.20695970695971,0,0,-0.117965367965368,0,0,0,0.379322638146168,0.0333333333333334,0,-0.0588129615430592,0,-0.219039655028268,0,1.43589743589744,0,0.00941558441558438,0,-0.764705882352941,1289,-0.740506329113924,0,0,0,0,-0.555555555555556,0.352941176470588,0,0,0,0,0,0,-1.27855442333046,-0.00269496460256915,0.537404486838892,4.30816326530612,0.382068965517241,0,0,0,0,0.106693161142344,0.328002790551429,2.41406485671192,0,3.1995333952918,0.0287728768710332,4.3,-0.727272727272727,3.43243243243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12448132780083,0.0337078651685394,0,0,0.0942988273465155,0,0,0,0.325399970561261,0,0.0787026228310244,0,0,0.804357339082838,0,0.222222222222222,-0.608333333333333
"2610",2610,"Sakda 9-May-08",0,0,0,0,0,0,-0.342105263157895,0,0.162480853999322,-0.390071584189231,0.461274455001358,0,-0.328497517637836,0,0,0,0,0,0,0,0,0,0,-0.0297549035015598,-0.352454171926789,0,0,-0.23483655982594,0,0,-0.151839466049819,-0.33355228219247,-0.334140435835351,0,0,0,0,-0.560734463276836,0,0,-0.107699377358057,0,0,0,0,0.951207729468599,2.84615384615385,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0.665041323456939,0,0,0,0,0,0,0,-0.701915983453549,257.534967320261,0,-0.907407407407407,-0.0427440717407507,0,0,-0.95,0,0,0,0,0,0,0,0,0,0.145293514858732,0,-0.170707070707071,0,0,-0.0442700402283293,0,-0.215331610680448,0,-0.25047638931748,0,4.62210144927536,0,-0.177966078416525,0,-0.00401856554000218,-0.680596518050898,1.5773287618829,0.0135712635712636,0,0.272727272727273,0
"2611",2611,"Sakda 9-Nov-06",0,0,0,0,0,4.55394697740992,2.57651770549509,0,0,-0.991815260211487,0,0,0,0,-0.723248436646227,0,0,0,0,0,0,0,0.0999999999999999,0.277855219529451,-0.383333333333333,0,6.19733066065314,0.351800629705035,0,0,0.0505878981413249,0.208035714285714,-0.109642349539793,0,3.14986261602188,0,-0.307466818516565,0,20,0,0.114578558696206,0,-0.88981288981289,-0.788407887169186,-1.69894558235365,0,0,0,0,-0.243269230769231,0,0,0,0,0,2.20425290272919,0,3.54217894147247,0.132923538038438,0.773043561903934,0.607326007326007,0,0,0,2.26434558349452,0,1.03878595855796,0.302398126269535,0.80969696969697,0,0.891350098091671,0.0904808317089019,-0.275414240931482,0.650252525252525,1.07380952380952,0,0,0,0,0,0,0,0,0,727.75481217439,0,0,0,0,-0.120092987911924,-0.505747361539077,0,0,-0.869116731032764,0,0,0,-0.129329301182234,0,0.242107900948014,0,0,-0.472730310625048,0,-0.1,-0.341666666666667
"2612",2612,"Sakda 9-Oct-04",0,0,0,0,0,0,0,0,0,-0.998305084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214334347172178,0.174242424242424,0,2.69489996010593,0.0811034658511723,0,0,0.0333511053775371,-0.198126657570787,0.0496707593481787,0,3.28085928249373,0,-0.205485813901692,0,0,0,0.0553463203463203,0,0,0,0,0,0,0,0,-0.772103249194415,0,0,0,0,0,4.21632462787697,0,-0.486392122606953,0,0.987271316110434,0.56683702671764,0,0,0,0,0,0,-0.0535714285714286,1.35714285714286,0,251.1,0,0,0,5,0,0,0,0,0,0,0,0,0,163999,0,0,0,0,-0.628293784565045,0,0,0,0.21234706656819,0,0,0,0,0,0,0,0,3.31158035415971,0,0,759998.494071718
"2613",2613,"Sakda 9-Sep-05",0,0,0,0,0,-1.26288172043011,0,468.002127659574,0,5.85002601919447,0,0,0,0,-0.136527788406526,0,0,0,0,0,0,0,-0.126665911273701,0.31282179447635,0.0138888888888889,0,1.77367521367521,0.184090863636364,0,0,0,0.547839448686906,-0.0909090676289134,0,0.627547548807417,0,-0.42945789551894,0,-0.999588477366255,0,0.16924882629108,0,0,0,0,0,0,0,0,0.101223776223776,0,0,0,0,0,0.919818022255471,0,12.7754423175385,0,1.09099451273499,0.271946169772257,0,0,0,279,0,3.679954825518,-0.0507718006304779,-0.685467633142052,0,-0.0173374613003097,0.101641933787317,-0.987632275132275,119.083333333333,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0.310417779072213,0.0599685276409416,0,0,0.782154521330884,0,0,0,0.809913800767627,0,-0.283077662126702,0,0,0.410880088008801,0,-0.127659574468085,0
"2614",2614,"Sakda 9-Sep-11",0,0,0,0,0,0,0,0,0,-0.611874518225343,0,0,0,0.101602564102564,0,0,0,0,0,0,0,0,0,0.0218181818181818,0,0,-0.999166666666667,0.0714671467146716,0,0,-0.204081632653061,-0.267309193538702,0.100448958416474,0,0.166666666666667,0,0.0727272727272726,0,0,0,0.164689015072912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80219298245614,0,-0.29982177320443,0,-0.249103166004574,0,0,0,0,0.423809523809524,0.12605455568054,0.0998563218390804,0,179.213450292398,-0.0682860208760122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127123938030984,0,0,0,0,0.153961925287356,0,0,0,0,0,0.0632911392405063,0,0,-0.0417073719322518,0,0.0152998776009792,0,-0.08,0.862854349951124
"2615",2615,"Somchair 03-Feb-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616",2616,"Somchair 03-May-14",0,0,0,0,0.309433962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195402298850575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2617",2617,"Somchair 09-Dec-16",0,0,0,0,0.0476190476190477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66489096696259e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618",2618,"Somchair 1-Aug-15",0,0,0,0,0,0,0,0,0,-0.999180327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.592120509849363,0,0,-0.100334448160535,0,0,-0.0283486888731395,-0.00938967136150236,-0.290400972053463,0,0,0,0,0,0,0,0.274888558692422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181818181818182,0,0,0,0,0,0,0,-0.229813664596273,-0.407142857142857,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17688679245283,0,-0.12191038897095,-0.165714285714286,0,1.21428571428571,0,-0.00383141762452113,0
"2619",2619,"Somchair 10-Apr-15",0,0,0,0,0,0,0,0,0,0.858585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666666666667,0,0,-0.026578073089701,0,0,-0.0527371739753512,0.00116550116550114,-0.583976006855184,0,0,0,0,0,0,0,0.252183406113537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.847730061349693,0,0,0,-0.263157894736842,0,0,0,0,0,0,0,0.212927756653992,-0.0952380952380953,0,-0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.372549019607843,0,0,0,0,-0.28125,0,-0.332675222112537,0,0,-0.696969696969697,-0.37370753323486,0,-0.10625,0.416666666666667,0,-0.507246376811594,0,-0.2,0
"2620",2620,"Somchair 10-Dec-99",0,0,0,0,0,0,0,0,0,-0.590038314176245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230768,0,-0.031496062992126,-0.0964601769911505,0,0,0.0714285714285714,-0.0708661417322834,-0.0714285714285715,0,-0.5,0,-0.507042253521127,0,0,0,-0.0307692307692308,0,0,0,0,-0.135802469135803,-0.99625,0,0,0,0,0,0,0,0,-0.611260053619303,0,-0.403508771929825,-0.0807174887892377,0.282442748091603,-0.488372093023256,0,0,0,0,0,0,0.154185022026432,-0.25,0,-0.142857142857143,0,0,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0.054054054054054,0,0,0,0,-0.0374149659863945,0,0.0238726790450928,0,-0.85,0,0,0,0,0,0,0,0,-0.425,979
"2621",2621,"Somchair 10-May-15",0,0,0,0,0,0,0,0,0,-0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339622641509434,0,0,-0.0716723549488055,0,0,-0.256278366111952,-0.551804423748545,-0.126501888087882,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20870265914585,0,0,0,0,0,0,0,0,0,0,0,-0.211155378486056,-0.419354838709677,0,-0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937500000000001,0,0,0,0,0.0260869565217392,0,0,0,0,-0.333333333333333,0.0660377358490566,0,-0.0524573740865876,-0.224043715846995,0,-0.133333333333333,0,0.735537190082645,0
"2622",2622,"Somchair 10-Oct-14",0,0,0,0,0,0,0,0,0,-0.354385964912281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241379310344828,0,0,0.0919724770642201,0,0,-0.118235091347811,-0.368324125230203,0.158730158730159,0,0.172413793103448,0,-0.171428571428571,0,0,0,0.0106132075471698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241379310344828,0,0,0,-0.439814814814815,0,0,0,0,0,0,-0.999941176470588,0.247535513394985,-0.260504201680672,0,0.748633879781421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333334,0,0,0,0,-0.00943396226415091,0,0,0,0,0,0.125284738041002,0,0,0.246268656716418,0,0.454545454545455,0,-0.24390243902439,0
"2623",2623,"Somchair 10-Sep-14",0,0,0,0,0,0,0,0,0,-0.164948453608247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933997509339974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364858423109925,-0.0825688073394495,0,-0.19620253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243881856540084,0,-0.448979591836735,0,-0.0468085106382979,0
"2624",2624,"Somchair 11-Aug-08",0,0,0,0,0,0,0,0,0,0.0583596214511042,0.0873786407766991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252955082742317,0,0,-0.199490662139219,-0.351612903225806,0,0.591996699669967,0.0740740740740739,0.00115740740740734,0,0,0,0,0.08,0,0,0.166380789022298,0,0,0,0,-0.880434782608696,-0.905714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.333644859813084,0,0,0,0,0,0,0,0.251422070534699,-0.841954022988506,0,1.61111111111111,0.280504908835905,0,0,0.25,0,0,0,0,0,0,0,0,0,-0.155555555555556,0,0,0,0,-0.321476104053237,0,0,0,-0.181069958847737,0,-0.89375,0,-0.0728862973760933,0,0.000758150113722474,-0.0269058295964126,0,-0.783532219570406,0,0.04,0
"2625",2625,"Somchair 11-Aug-14",0,0,0,0,0.0647482014388488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2626",2626,"Somchair 11-Aug-16",0,0,0,0,0,0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01960784313725,0,-0.999901302803,0.0824372759856631,0,0,-0.539554221041691,-0.599076704545455,-0.481178033658104,0,0,0,0,0,0,0,0.0037926675094817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.704197901049475,0,-0.174603174603175,0,-0.612244897959184,0,0,0,0,3.31885280472375,0.097902097902098,-0.734375,0,-0.864583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980392156862745,0.281183932346723,0,-0.116508851379168,-0.0367816091954023,0,-0.0887096774193548,0,0.0441767068273093,0
"2627",2627,"Somchair 11-Dec-14",0,0,0,0,0,0,0,0,0,1.67934782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757990867579909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355219026323814,-0.335180055401662,0,-0.0829493087557603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867924528302,0,-0.296875,0,0.666666666666667,0
"2628",2628,"Somchair 11-Feb-16",0,0,0,0,0,0,0,0,0,-0.648837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283018867924528,0,-0.0850666334537301,0.029673590504451,0,0,-0.00169923534409512,0,0.0160186625194401,0,0,0,0,0,0,0,-0.0173310225303292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335560955852572,0,-0.152777777777778,0,0.161290322580645,0,0,0,0,15059,0.043502824858757,-0.227272727272727,0,-0.242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588235294117648,-0.0767634854771784,0,-0.0397391840690809,0.101626016260163,0,-0.285714285714286,0,1.2,0
"2629",2629,"Somchair 11-Jan-13",0,0,0,0,0,0,0,0,0,1.36526946107784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120171673819743,0,0,0.0550763105507631,0,0,-0.293356341673857,-0.462621885157096,-0.0588235294117648,0,0,0,0,0,0,0,0.312646370023419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496062992125984,0,0,0,0,0,0,0,-0.129241398892622,-0.409594095940959,0,1.35915492957746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,-0.129032258064516,0,0.0836501901140684,0,0,0,-0.0837789661319073,0,0,-0.0404411764705883,0,1.47368421052632,0,0,0
